KANAL;typ;nazwa_dluga;Nazwa_krotka;Rozdzielczosc;USI;EPG_ID;typ_kanalu;male_logo;duze_logo;Lista_praw;ON_ID;TS_ID;S_ID;Type;IP;Port;Protocol;Service_Name;Content_Rights;
0;MOZAIKA;;;;;;;;;;;T01.00.84_E01.01.01;
122;Sport;Eleven Sports 3 HD;Eleven Sports 3 HD;HD;554;14306;IP;57A03ED08F334A67DABC049794B1E20DDCFFA248.png;2A766AB0449DE7A945A41E6AB79B5D09BBA21AFB.png; ;1;366;465;1;232.0.21.203;5500;0;;1;T01.00.84_E01.01.01;
124;Sport;Extreme Sports;Extreme Sports;HD;509;14224;IP;CC46B245EBD10C23BF10B61EADAB287075D99869.png;C25409896AB17FA5CF1D3481B8FD5529D4495329.png; ;1;283;382;1;232.0.22.63;5500;0;;1;T01.00.84_E01.01.01;
125;Sport;SportKlub HD;SportKlub HD;HD;449;14216;IP;F08398CF0A288A685C3D9D63D7F6D4F4C15D800E.png;9312D2B20134EDC9A5F3FF5A40BEE32434184F0E.png; ;1;299;398;1;232.0.22.66;5500;0;;1;T01.00.84_E01.01.01;
126;Sport;FightKlub HD;FightKlub HD;HD;442;14273;IP;12B3410AE8E28E9B58CD3A76ADCD940E7E347A61.png;07E91819F3F41DC44051BD01CFA1FC0168E950A4.png; ;1;105;204;0;232.0.18.10;5500;1;;1;T01.00.84_E01.01.01;
127;Sport;FightBox HD;FightBox HD;HD;517;14197;IP;BB92E4B401EF0465DF56CEC9F47DEF614E509B46.png;089217CFAE2146DCDA497B6AC1BE5FC6EE7D92E0.png; ;1;271;370;1;232.0.20.5;5500;1;;1;T01.00.84_E01.01.01;
128;Sport;Motowizja HD;Motowizja HD;SD;436;14232;IP;345699EEF72CF1B3E182B42E4FEA5927447843E6.png;17478B8D852A2E9128D624D50036EA42F304FDBB.png; ;1;523;622;1;232.0.18.7;5500;1;;1;T01.00.84_E01.01.01;
129;Sport;E-sport HD;E-sport HD;HD;561;14309;IP;095FF0862EADFCDB649237A9EAD27AF7E20F9543.png;6B04B92264B41E50C19853EA03A942A249200077.png; ;1;342;441;1;232.0.21.204;5500;0;;1;T01.00.84_E01.01.01;
130;Sport;Family Active;Family Active;SD;332;14259;IP;CDDFC4EA94C4B6F017A9CF1882B521FBEBF93293.png;C9CC73461D519E5120C415B2C002BC1594500BA5.png; ;1;83;182;1;232.0.22.33;5500;0;;1;T01.00.84_E01.01.01;
131;Sport;KSW 47;KSW 47;HD;586;14304;IP;594F415048E1D6B9E1039D2F0A0EEC7F284CD4DB.png;594F415048E1D6B9E1039D2F0A0EEC7F284CD4DB.png; 43 ;1;388;487;1;232.0.20.13;5500;1;;0;T01.00.84_E01.01.01;
133;Sport;Canal+ Sport;Canal+ Sport;HD;409;14207;IP;96E9D7B17DED44302392E06B55BA428D74CAC7EE.png;310E660CC85C270252BDFCE7A206867661294F4A.png; 13 ;1;354;453;1;232.0.21.32;5500;0;;1;T01.00.84_E01.01.01;
