KANAL;typ;nazwa_dluga;Nazwa_krotka;Rozdzielczosc;USI;EPG_ID;typ_kanalu;male_logo;duze_logo;Lista_praw;ON_ID;TS_ID;S_ID;Type;IP;Port;Protocol;Service_Name;Content_Rights;
0;MOZAIKA;;;;;;;;;;;T01.00.23_E01.00.26;
266;Premium;HBO HD;HBO HD;HD;34;14165;IP;_9c13e0e35d30e8935c1a95848.hbo_hd__small;_4872ec13057ac726d7f7bb6b4.hbo_hd__big;2660788;1;255;354;1;232.0.11.26;5500;0;HBO HD;1;T01.00.23_E01.00.26;
267;Premium;HBO2 HD;HBO2 HD;HD;35;14147;IP;_dc4f3a23fa49a8d193fd81b77.hbo_hd__small;_45b56a10bdee95fa4453de65b.hbo_hd__big;2660788;1;256;355;1;232.0.11.27;5500;0;HBO2 HD;1;T01.00.23_E01.00.26;
268;Premium;HBO3 HD;HBO3 HD;HD;36;14148;IP;hbohd_x_eca4564d8dacb920332e36fac.png;hbohd_x_450df49cec2923b82e7f2e546.png;2660788;1;257;356;1;232.0.11.28;5500;0;HBO3 HD;1;T01.00.23_E01.00.26;
270;Premium;Cinemax HD;Cinemax HD;HD;57;14149;IP;cinemax_hd_x_c1c3847dc09fb02200e6977d2.png;cinemaxhd_x_c6fcf1973395b09855523e2e0.png;2660810;1;258;357;1;232.0.11.29;5500;0;Cinemax HD;1;T01.00.23_E01.00.26;
271;Premium;Cinemax 2 HD;Cinemax 2 HD;HD;58;14150;IP;cinemaxhd_x_9d293a20260898eb2ad8e093f.png;cinemaxhd_x_091b3886a58d078b2b6b1caf3.png;2660810;1;259;358;1;232.0.11.30;5500;0;Cinemax2 HD;1;T01.00.23_E01.00.26;
277;Premium;Canal+;Canal+;HD;416;14206;IP;canalplus_x_c198e789590f890fa8066bcb7.png;canalplus_x_f19594551394349f94b3c8a9b.png;2660809;1;234;333;1;232.0.20.31;5500;0;Canal+ IP;1;T01.00.23_E01.00.26;
278;Premium;Canal+ Film;Canal+ Film;HD;420;14204;IP;canalplus_film_x_a2832355361da12051353335c.png;canalplus_film_x_d55909bd1b16d332e23a55646.png;2660809;1;230;329;1;232.0.20.50;5500;0;Canal+ Film IP;1;T01.00.23_E01.00.26;
279;Premium;Canal+ Family;Canal+ Family;HD;419;14202;IP;canalplus_family_x_e4cc14797e7a6b29ec390e4a4.png;canalplus_family_x_c9041e1b83c0fcb21444a623a.png;2660809;1;232;331;1;232.0.20.49;5500;0;Canal+ Family IP;1;T01.00.23_E01.00.26;
280;Premium;Canal+ >>1;Canal+ >>1;HD;417;14203;IP;canalplus__x_d60532d1f8bbb98dff38b6f16.png;canalplus__x_4ef14911df71801596d59a787.png;2660809;1;231;330;1;232.0.20.45;5500;0;Canal+ &gt&gt;1 IP;1;T01.00.23_E01.00.26;
281;Premium;Canal+ Seriale;Canal+ Seriale;HD;421;14205;IP;canalplus_seriale_x_24c589e61d50687e8fc400064.png;canalplus_seriale_x_3fe12ad8d0adfe177a046e933.png;;1;233;332;1;232.0.20.53;5500;0;Canal+ Seriale IP;1;T01.00.23_E01.00.26;
